ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
135,Divij Rege,Female,West,Tamil Nadu,346553,JOINT,PASSPORT,Mr6837wBZd,Commercial,1,4/16/2025,4/26/2025,5/1/2025,Approved,3111,Advika Mall,Installation pending
136,Mishti Iyer,Male,East,Tamil Nadu,677676,JOINT,VOTER_ID,Ww3139yirI,Commercial,3,6/1/2025,6/2/2025,6/5/2025,Pending,7391,Heer Sridhar,Documents Verification in progress
137,Hiran Deshmukh,Male,West,Tamil Nadu,389180,JOINT,PAN,aM2103whxt,Commercial,3,6/16/2025,6/17/2025,6/21/2025,Pending,4944,Samarth Ghose,Documents Verification in progress
138,Shanaya Cherian,Female,East,Tamil Nadu,397270,JOINT,VOTER_ID,db0274XzES,Residential,9,4/29/2025,5/8/2025,5/12/2025,Pending,1334,Dhanuk Sunder,KYC failed
139,Fateh Loke,Female,East,Tamil Nadu,677409,INDIVIDUAL,VOTER_ID,Ie5389nPPP,Residential,4,5/17/2025,5/25/2025,5/30/2025,Approved,2236,Shray Raju,Documents Verification in progress
140,Amani Subramaniam,Male,East,Tamil Nadu,998568,JOINT,AADHAR,eR7256opXg,Commercial,7,4/27/2025,4/30/2025,5/3/2025,Rejected,5848,Aarav Divan,Installation completed
141,Khushi Reddy,Female,East,Tamil Nadu,993390,INDIVIDUAL,PASSPORT,OX8805AoRQ,Residential,4,5/6/2025,5/13/2025,5/15/2025,Approved,4481,Saira Sarma,Installation pending
142,Saanvi Vora,Male,South,Tamil Nadu,934885,JOINT,PASSPORT,kT4162ZoBJ,Commercial,7,6/18/2025,6/28/2025,7/1/2025,Pending,5249,Misha Sami,Documents Verification in progress
143,Lakshay Gour,Female,West,Tamil Nadu,36400,INDIVIDUAL,AADHAR,AC9988HTAn,Commercial,3,6/10/2025,6/13/2025,6/16/2025,Pending,4647,Damini Vasa,Installation pending
144,Adira Chad,Male,South,Tamil Nadu,169216,INDIVIDUAL,AADHAR,ks0064PWBF,Commercial,4,6/7/2025,6/10/2025,6/15/2025,Approved,8035,Jayant Sengupta,Installation pending
145,Ranbir Venkatesh,Female,South,Tamil Nadu,407657,JOINT,VOTER_ID,yp3165fQrB,Residential,3,5/21/2025,5/31/2025,6/3/2025,Rejected,9933,Samar Dube,Documents Verification in progress
146,Riya Chandra,Female,North,Tamil Nadu,967284,JOINT,PAN,Id2266jfXW,Commercial,9,5/27/2025,6/4/2025,6/8/2025,Rejected,7533,Priyansh Varughese,Installation completed
147,Anika Kamdar,Male,West,Tamil Nadu,329114,JOINT,PAN,Fc3329JsGp,Residential,1,5/30/2025,5/31/2025,6/1/2025,Pending,9346,Ojas Biswas,KYC failed
148,Renee Malhotra,Female,North,Tamil Nadu,590367,JOINT,AADHAR,wk0156Havx,Residential,7,7/21/2025,7/30/2025,8/3/2025,Approved,8474,Jhanvi Wali,Installation pending
149,Indrans Varughese,Male,East,Tamil Nadu,288820,INDIVIDUAL,AADHAR,lb3278JlZL,Residential,4,5/30/2025,6/3/2025,6/7/2025,Pending,1572,Gatik Kunda,Documents Verification in progress
150,Sumer Khatri,Female,West,Tamil Nadu,639121,JOINT,PASSPORT,jO6467lada,Residential,1,5/5/2025,5/15/2025,5/19/2025,Pending,8091,Shaan Garg,Installation completed
151,Neysa Saraf,Female,North,Tamil Nadu,717440,JOINT,PAN,bE6959IquC,Residential,1,4/20/2025,4/22/2025,4/27/2025,Approved,8791,Miraan Char,KYC failed
152,Shaan Gopal,Male,South,Tamil Nadu,682720,INDIVIDUAL,PASSPORT,LA7436Puxc,Residential,7,6/17/2025,6/18/2025,6/22/2025,Pending,9871,Indrajit Lad,KYC failed
153,Hazel Iyer,Female,West,Tamil Nadu,160902,INDIVIDUAL,VOTER_ID,do3865QvuN,Commercial,8,7/6/2025,7/10/2025,7/12/2025,Pending,1441,Veer Solanki,KYC failed
154,Ehsaan Das,Male,West,Tamil Nadu,304476,INDIVIDUAL,VOTER_ID,zC8109fJor,Residential,4,6/11/2025,6/17/2025,6/19/2025,Rejected,3074,Vidur Ramaswamy,KYC failed
155,Siya Thaman,Male,South,Tamil Nadu,149382,INDIVIDUAL,PAN,Lo0713fhGy,Commercial,10,6/24/2025,6/29/2025,7/4/2025,Approved,1333,Indrajit Rajagopalan,KYC failed
156,Onkar Brar,Female,North,Tamil Nadu,32111,INDIVIDUAL,PASSPORT,VF7417iMhU,Residential,8,5/18/2025,5/24/2025,5/26/2025,Approved,5309,Mamooty Wagle,Documents Verification in progress
157,Renee Bhattacharyya,Male,North,Tamil Nadu,343051,INDIVIDUAL,VOTER_ID,CF7960AuCs,Residential,3,5/5/2025,5/11/2025,5/14/2025,Approved,4008,Raghav Das,KYC failed
158,Prerak Magar,Female,West,Tamil Nadu,653186,JOINT,PASSPORT,sT7358ZQus,Commercial,5,6/19/2025,6/22/2025,6/23/2025,Pending,9269,Oorja Balakrishnan,Installation pending
159,Elakshi Shetty,Male,North,Tamil Nadu,120441,JOINT,VOTER_ID,Gg4050TSeP,Commercial,6,4/20/2025,4/29/2025,5/4/2025,Pending,3287,Adah Thaman,Documents Verification in progress
160,Dhruv Badal,Male,North,Tamil Nadu,962297,JOINT,PASSPORT,Qu7372DsMi,Residential,3,5/10/2025,5/16/2025,5/19/2025,Rejected,2321,Saanvi Ghose,KYC failed
161,Eva Bandi,Male,North,Tamil Nadu,554180,INDIVIDUAL,PASSPORT,Xm5851LLFa,Residential,3,7/11/2025,7/19/2025,7/23/2025,Pending,1019,Jayant Atwal,Installation pending
162,Ira Bala,Female,West,Tamil Nadu,64915,INDIVIDUAL,PASSPORT,dP2201fXRl,Commercial,3,5/27/2025,5/29/2025,5/31/2025,Connection Released,8912,Bhamini Savant,Installation pending
163,Purab Choudhary,Female,West,Tamil Nadu,530097,JOINT,PAN,Pa4431lQlj,Commercial,10,5/24/2025,5/26/2025,5/28/2025,Connection Released,8384,Seher Sarna,Installation pending
164,Hunar Ganesh,Female,South,Tamil Nadu,827127,JOINT,AADHAR,XI3725sygf,Residential,7,7/16/2025,7/20/2025,7/25/2025,Connection Released,8191,Romil Sethi,Installation completed
165,Shamik Raju,Female,North,Tamil Nadu,318978,INDIVIDUAL,PASSPORT,lP7558EOGF,Residential,4,5/15/2025,5/17/2025,5/18/2025,Rejected,1122,Jiya Dugar,KYC failed
166,Miraya Mani,Male,South,Tamil Nadu,579517,INDIVIDUAL,VOTER_ID,gU0484sted,Commercial,7,7/20/2025,7/23/2025,7/25/2025,Approved,3669,Rohan Bath,KYC failed
167,Prisha Dash,Male,West,Tamil Nadu,515739,INDIVIDUAL,PASSPORT,nx9437FzKZ,Residential,10,6/19/2025,6/29/2025,6/30/2025,Pending,4594,Zain Kulkarni,KYC failed
168,Nehmat Ganguly,Female,West,Tamil Nadu,180073,JOINT,VOTER_ID,YF0188xiTP,Residential,8,5/23/2025,6/1/2025,6/6/2025,Pending,7382,Kanav Deo,Installation pending
169,Sahil Kanda,Female,West,Tamil Nadu,745716,JOINT,VOTER_ID,AL4026bKao,Residential,5,6/19/2025,6/29/2025,7/3/2025,Approved,8068,Aarna Ramaswamy,Documents Verification in progress
170,Rohan Bhatti,Female,West,Tamil Nadu,879083,INDIVIDUAL,PAN,PU9850hTpe,Commercial,1,6/18/2025,6/26/2025,6/27/2025,Pending,5495,Siya Deshmukh,Installation completed
171,Khushi Lalla,Female,West,Tamil Nadu,748248,JOINT,VOTER_ID,km7632AqyK,Commercial,8,4/29/2025,4/30/2025,5/5/2025,Approved,5837,Indranil Dani,Installation completed
172,Farhan Toor,Female,West,Tamil Nadu,906039,JOINT,PASSPORT,Zp8818taGo,Residential,2,6/4/2025,6/6/2025,6/11/2025,Approved,7520,Alisha Khanna,Installation pending
173,Ela Gokhale,Male,East,Tamil Nadu,563455,INDIVIDUAL,AADHAR,Mu8888fQLm,Residential,3,5/19/2025,5/22/2025,5/26/2025,Rejected,3858,Tarini Agarwal,Installation pending
174,Kiara Divan,Male,South,Tamil Nadu,24640,INDIVIDUAL,PASSPORT,JN5996tqXB,Residential,1,7/13/2025,7/22/2025,7/24/2025,Pending,3810,Shamik Khurana,KYC failed
175,Samiha Ratti,Female,North,Tamil Nadu,879830,JOINT,VOTER_ID,Ah5945foHb,Commercial,3,7/4/2025,7/9/2025,7/11/2025,Approved,9581,Neysa Divan,Documents Verification in progress
176,Ishaan Ratta,Male,East,Tamil Nadu,489439,INDIVIDUAL,AADHAR,fx0433IHYC,Commercial,3,5/16/2025,5/26/2025,5/27/2025,Pending,3798,Saanvi Wali,Installation pending
177,Ritvik Choudhry,Female,West,Tamil Nadu,519193,JOINT,PAN,ub3203hVEI,Commercial,10,7/6/2025,7/10/2025,7/11/2025,Rejected,5670,Vaibhav Sama,Installation pending
178,Jhanvi Randhawa,Male,South,Tamil Nadu,626104,INDIVIDUAL,PASSPORT,sd3819muhY,Commercial,2,5/31/2025,6/8/2025,6/11/2025,Pending,3489,Reyansh Soni,Installation pending
179,Aarna Mander,Female,South,Tamil Nadu,738250,INDIVIDUAL,PASSPORT,MK1603HsTp,Residential,10,5/8/2025,5/16/2025,5/20/2025,Rejected,7151,Alisha Lad,KYC failed
180,Rati Mall,Female,East,Tamil Nadu,56048,INDIVIDUAL,AADHAR,GA3249oLFv,Commercial,2,7/2/2025,7/9/2025,7/12/2025,Rejected,7210,Vaibhav Shan,Installation completed
181,Eva Kibe,Female,East,Tamil Nadu,419778,JOINT,AADHAR,mp9278kPLQ,Residential,6,5/15/2025,5/17/2025,5/18/2025,Rejected,2526,Nirvaan Chadha,KYC failed
182,Hrishita Rege,Male,North,Tamil Nadu,212852,INDIVIDUAL,PASSPORT,BJ9060AOkl,Commercial,5,7/17/2025,7/23/2025,7/28/2025,Pending,8991,Siya Chand,Installation completed
183,Dhanush Kaur,Female,South,Tamil Nadu,411761,INDIVIDUAL,VOTER_ID,wL5496hSkE,Residential,5,7/14/2025,7/21/2025,7/26/2025,Connection Released,8082,Ishaan Rau,Installation completed
184,Zoya Chada,Male,South,Tamil Nadu,304485,INDIVIDUAL,PASSPORT,iP2464CbAF,Commercial,7,5/29/2025,5/30/2025,6/2/2025,Rejected,3321,Yuvraj  Bora,Documents Verification in progress
185,Kashvi Arora,Female,South,Tamil Nadu,452295,INDIVIDUAL,VOTER_ID,Nt7190hNyA,Commercial,3,7/23/2025,8/1/2025,8/3/2025,Pending,1987,Saksham Rao,Documents Verification in progress
186,Anahi Bhargava,Male,South,Tamil Nadu,85548,JOINT,AADHAR,Sz0551NpTP,Commercial,7,5/1/2025,5/5/2025,5/7/2025,Rejected,5561,Romil Bakshi,KYC failed
187,Dhanuk Kibe,Female,East,Tamil Nadu,112702,INDIVIDUAL,VOTER_ID,Ll5152YhMT,Residential,8,5/3/2025,5/9/2025,5/11/2025,Rejected,5430,Prisha Lad,Installation completed
188,Alisha Baria,Female,East,Tamil Nadu,176321,INDIVIDUAL,AADHAR,lg1307pWCn,Residential,8,6/11/2025,6/13/2025,6/15/2025,Approved,9978,Ritvik Baral,Installation pending
189,Tanya Sahni,Female,West,Tamil Nadu,999941,JOINT,PAN,Rr5033CsqG,Residential,9,7/24/2025,7/25/2025,7/29/2025,Approved,1912,Elakshi Ramachandran,KYC failed
190,Nishith Yadav,Male,West,Tamil Nadu,784337,INDIVIDUAL,VOTER_ID,ci8272HJAz,Residential,6,7/20/2025,7/24/2025,7/28/2025,Pending,7669,Pihu Shenoy,KYC failed
191,Ira Sami,Female,East,Tamil Nadu,441023,INDIVIDUAL,PAN,nA2222BJYM,Residential,9,6/5/2025,6/11/2025,6/14/2025,Rejected,8624,Tarini Garde,Installation completed
192,Akarsh Dora,Male,East,Tamil Nadu,272752,JOINT,AADHAR,DZ5438kFvb,Residential,10,7/8/2025,7/10/2025,7/13/2025,Pending,2183,Biju Sachar,KYC failed
193,Adah Goyal,Female,North,Tamil Nadu,388726,JOINT,PASSPORT,vW3017nZjY,Residential,4,5/11/2025,5/15/2025,5/20/2025,Pending,8791,Drishya Kata,KYC failed
194,Pari Goyal,Female,East,Tamil Nadu,376697,INDIVIDUAL,AADHAR,jW7492fESm,Commercial,6,6/4/2025,6/11/2025,6/15/2025,Approved,4865,Ritvik Kale,KYC failed
195,Emir Halder,Male,West,Tamil Nadu,125556,INDIVIDUAL,PASSPORT,LN2682zrVr,Commercial,8,7/21/2025,7/23/2025,7/26/2025,Approved,3671,Manjari Sule,KYC failed
196,Jiya Kurian,Female,West,Tamil Nadu,835361,JOINT,VOTER_ID,Rx2734nEMM,Residential,2,5/18/2025,5/24/2025,5/28/2025,Connection Released,6636,Dhanush Kata,KYC failed
197,Adira Banerjee,Male,North,Tamil Nadu,814753,JOINT,VOTER_ID,ym5885czEV,Commercial,6,5/10/2025,5/16/2025,5/18/2025,Connection Released,6240,Dhruv Johal,Installation completed
198,Shray Toor,Male,East,Tamil Nadu,656981,JOINT,PASSPORT,rO7369PcsV,Commercial,1,6/8/2025,6/14/2025,6/18/2025,Connection Released,6215,Ishaan Singh,Documents Verification in progress
199,Oorja Buch,Female,West,Tamil Nadu,926244,JOINT,PASSPORT,Fq5163CZMC,Residential,5,6/12/2025,6/17/2025,6/19/2025,Approved,6692,Ahana  Bakshi,Documents Verification in progress
200,Trisha Viswanathan,Female,East,Tamil Nadu,276687,JOINT,AADHAR,Cr9686jOie,Residential,2,4/24/2025,4/30/2025,5/1/2025,Pending,3410,Parinaaz Butala,Installation pending
201,Keya Wali,Male,East,Tamil Nadu,40882,JOINT,PAN,Nu7278ltPc,Commercial,7,5/17/2025,5/25/2025,5/27/2025,Rejected,5512,Yuvraj  Lall,KYC failed
202,Divij Manne,Female,North,Tamil Nadu,884974,INDIVIDUAL,AADHAR,zg3480PQzt,Residential,2,6/10/2025,6/15/2025,6/18/2025,Connection Released,9344,Trisha Khanna,KYC failed
203,Mannat Babu,Male,South,Tamil Nadu,391320,JOINT,PASSPORT,AV3228PRyt,Residential,8,4/22/2025,5/2/2025,5/7/2025,Approved,9534,Nakul Agarwal,Installation pending
204,Adira Kibe,Female,North,Tamil Nadu,188862,JOINT,PAN,Ve7389vfdM,Commercial,4,4/15/2025,4/21/2025,4/23/2025,Connection Released,3202,Aaina Soman,KYC failed
205,Charvi Krishnamurthy,Female,North,Tamil Nadu,469552,INDIVIDUAL,PAN,TK1804BiDz,Commercial,6,4/23/2025,5/3/2025,5/8/2025,Connection Released,6616,Saanvi Contractor,KYC failed
206,Raghav Deep,Male,South,Tamil Nadu,797200,INDIVIDUAL,VOTER_ID,pF8785LkAN,Commercial,5,5/31/2025,6/5/2025,6/9/2025,Rejected,2234,Hazel Bhakta,KYC failed
207,Dishani Kaur,Male,West,Tamil Nadu,750459,JOINT,AADHAR,YK2968NUxT,Commercial,5,6/28/2025,7/7/2025,7/8/2025,Approved,7155,Kavya Kakar,Documents Verification in progress
208,Keya Dugar,Female,West,Tamil Nadu,934371,INDIVIDUAL,PAN,Hc2635LSwN,Residential,9,7/15/2025,7/20/2025,7/22/2025,Pending,1724,Raghav Sachdev,Documents Verification in progress
209,Kashvi Varughese,Female,South,Tamil Nadu,253075,INDIVIDUAL,PAN,qq3224xJBR,Commercial,2,7/5/2025,7/8/2025,7/9/2025,Connection Released,6409,Nirvi Sharaf,Documents Verification in progress
210,Vedika Agate,Female,North,Tamil Nadu,430786,JOINT,PAN,er1830obux,Residential,9,7/24/2025,8/3/2025,8/7/2025,Connection Released,3491,Zeeshan Deep,Installation completed
211,Adah Singh,Female,South,Tamil Nadu,576665,JOINT,VOTER_ID,uE6736jSIO,Commercial,1,5/4/2025,5/5/2025,5/10/2025,Approved,4542,Eshani Mander,KYC failed
212,Nirvi Raja,Female,South,Tamil Nadu,709892,INDIVIDUAL,AADHAR,mz5572LUKO,Commercial,1,5/4/2025,5/7/2025,5/9/2025,Connection Released,4367,Keya Sekhon,Installation completed
213,Vivaan Bava,Male,South,Tamil Nadu,901500,JOINT,AADHAR,sG1931vafl,Commercial,10,6/30/2025,7/10/2025,7/12/2025,Approved,1213,Miraya Goel,Documents Verification in progress
214,Navya Kapur,Male,North,Tamil Nadu,668526,JOINT,AADHAR,aS0119UMGs,Residential,10,5/24/2025,5/26/2025,5/31/2025,Connection Released,4054,Hunar Chander,Documents Verification in progress
215,Arnav Vaidya,Female,North,Tamil Nadu,103258,INDIVIDUAL,AADHAR,YO1318JXGR,Residential,8,5/7/2025,5/13/2025,5/14/2025,Rejected,6914,Adira Doshi,Installation completed
216,Zaina Dalal,Female,East,Tamil Nadu,985387,INDIVIDUAL,PAN,HH4097URZW,Commercial,7,5/7/2025,5/8/2025,5/9/2025,Rejected,6239,Akarsh Tata,KYC failed
217,Eshani Kaul,Male,South,Tamil Nadu,995020,JOINT,PASSPORT,Ek3349qWCg,Residential,4,6/24/2025,6/25/2025,6/26/2025,Rejected,1311,Mohanlal Sankaran,Installation pending
218,Inaaya  Kakar,Female,West,Tamil Nadu,524071,JOINT,PASSPORT,yz2488IyKn,Residential,9,6/20/2025,6/27/2025,6/28/2025,Pending,1557,Prisha Borah,Installation completed
219,Kiaan Kanda,Female,West,Tamil Nadu,646004,INDIVIDUAL,AADHAR,PC5919GEBA,Residential,9,7/11/2025,7/21/2025,7/25/2025,Rejected,2353,Siya Mannan,Installation completed
220,Pihu Maharaj,Female,South,Tamil Nadu,404035,INDIVIDUAL,VOTER_ID,vx6113Gcsd,Residential,7,5/13/2025,5/16/2025,5/17/2025,Approved,8849,Lavanya Bali,KYC failed
221,Indrajit Rout,Male,South,Tamil Nadu,138921,INDIVIDUAL,AADHAR,xR3833ggHP,Residential,6,6/24/2025,7/4/2025,7/7/2025,Approved,2278,Lakshit Lalla,Documents Verification in progress
222,Manikya Mander,Male,West,Tamil Nadu,606110,JOINT,PAN,NY5889aBqI,Residential,3,5/18/2025,5/27/2025,5/28/2025,Connection Released,8608,Riya Saxena,Documents Verification in progress
223,Piya Devan,Male,North,Tamil Nadu,756690,INDIVIDUAL,PASSPORT,ZC8606oifd,Residential,2,6/25/2025,7/4/2025,7/5/2025,Connection Released,2778,Aarna Shan,Installation pending
224,Dishani Magar,Male,West,Tamil Nadu,359654,JOINT,AADHAR,gQ3794GmKi,Commercial,5,4/22/2025,4/28/2025,5/2/2025,Approved,4482,Sana Ravel,Installation pending
225,Miraan Din,Male,West,Tamil Nadu,600441,JOINT,PASSPORT,bw2075UCQO,Residential,8,5/7/2025,5/10/2025,5/15/2025,Pending,9141,Ishita Vyas,KYC failed
226,Krish Thakur,Female,East,Tamil Nadu,947757,JOINT,VOTER_ID,Vr7021diZU,Residential,4,7/7/2025,7/15/2025,7/16/2025,Connection Released,1374,Samaira Gokhale,Documents Verification in progress
227,Myra Das,Male,North,Tamil Nadu,571483,INDIVIDUAL,PAN,Qv1399kVxV,Commercial,8,6/19/2025,6/23/2025,6/28/2025,Connection Released,6278,Ivan Ahluwalia,KYC failed
228,Zeeshan Kamdar,Male,North,Tamil Nadu,764844,JOINT,PASSPORT,pl0882bWOC,Commercial,4,6/2/2025,6/7/2025,6/12/2025,Pending,9088,Ojas Koshy,Documents Verification in progress
229,Kiaan Raju,Female,North,Tamil Nadu,872335,JOINT,AADHAR,En8293asxW,Residential,6,6/19/2025,6/25/2025,6/29/2025,Rejected,9869,Purab Sankar,Documents Verification in progress
230,Dhruv Sidhu,Female,South,Tamil Nadu,241625,JOINT,AADHAR,mW4666pffM,Commercial,9,6/11/2025,6/14/2025,6/15/2025,Approved,1506,Faiyaz Dave,Installation completed
231,Jivin Gola,Male,East,Tamil Nadu,817400,JOINT,PAN,KK6633umOc,Commercial,7,6/13/2025,6/14/2025,6/17/2025,Pending,7002,Gokul Sankaran,Installation pending
232,Trisha Kapadia,Male,East,Tamil Nadu,454154,INDIVIDUAL,PAN,lx7928mcBC,Residential,5,5/2/2025,5/5/2025,5/6/2025,Connection Released,2629,Tarini Krishnan,Installation pending
233,Shayak Bava,Male,South,Tamil Nadu,858809,INDIVIDUAL,VOTER_ID,zT3357MinI,Residential,6,5/1/2025,5/8/2025,5/9/2025,Rejected,1967,Rohan Ramakrishnan,Installation pending
234,Rhea D’Alia,Female,East,Tamil Nadu,715487,JOINT,VOTER_ID,Fv9190mmMF,Residential,1,6/6/2025,6/8/2025,6/12/2025,Pending,6323,Madhup Keer,Documents Verification in progress
235,Aniruddh Babu,Female,South,Tamil Nadu,221532,INDIVIDUAL,PASSPORT,Er1662GZGK,Commercial,1,6/8/2025,6/11/2025,6/13/2025,Connection Released,9566,Kabir Butala,KYC failed
236,Vedika Kothari,Male,South,Tamil Nadu,120722,INDIVIDUAL,PAN,PH6279ZxmG,Commercial,7,6/21/2025,6/25/2025,6/28/2025,Approved,5595,Badal Venkatesh,KYC failed
237,Priyansh Kurian,Female,East,Tamil Nadu,126200,INDIVIDUAL,PASSPORT,Rj4641auAi,Residential,6,6/7/2025,6/17/2025,6/19/2025,Rejected,4740,Urvi Vohra,Documents Verification in progress
238,Amani Din,Female,South,Tamil Nadu,119436,JOINT,PASSPORT,GI5223siso,Residential,5,6/9/2025,6/13/2025,6/18/2025,Approved,6356,Nitara Choudhry,Installation completed
239,Samarth Sankar,Female,North,Tamil Nadu,752412,JOINT,VOTER_ID,aB4773xfZW,Commercial,1,6/9/2025,6/12/2025,6/15/2025,Approved,8407,Bhavin Joshi,Installation completed
240,Aniruddh Bhat,Female,East,Tamil Nadu,409244,JOINT,PAN,yl1427GRdj,Commercial,4,5/24/2025,6/3/2025,6/8/2025,Approved,7710,Fateh Kaur,Installation completed
241,Tejas Boase,Female,East,Tamil Nadu,286636,INDIVIDUAL,VOTER_ID,AZ3260bqwN,Commercial,7,6/8/2025,6/11/2025,6/13/2025,Pending,7458,Alia Bail,Documents Verification in progress
242,Kimaya Balan,Male,North,Tamil Nadu,348344,JOINT,PASSPORT,kc1819Fkxg,Residential,8,7/1/2025,7/11/2025,7/15/2025,Pending,8025,Yuvraj  Sama,Installation completed
243,Zoya Hayre,Female,East,Tamil Nadu,673615,JOINT,PASSPORT,Co8609HNyG,Residential,5,4/17/2025,4/26/2025,4/28/2025,Rejected,5162,Uthkarsh Bala,Documents Verification in progress
244,Zoya Buch,Female,East,Tamil Nadu,580854,JOINT,VOTER_ID,bE1869psjY,Residential,8,5/26/2025,6/3/2025,6/8/2025,Connection Released,3659,Shlok Raj,Documents Verification in progress
245,Jhanvi Sur,Male,North,Tamil Nadu,102757,JOINT,AADHAR,zF7683LwKF,Residential,6,4/16/2025,4/17/2025,4/19/2025,Connection Released,8419,Abram Singh,KYC failed
246,Eshani Srinivasan,Female,South,Tamil Nadu,568274,INDIVIDUAL,AADHAR,cb2018TUrJ,Commercial,6,4/23/2025,4/25/2025,4/29/2025,Connection Released,1743,Zaina Uppal,Installation pending
247,Rasha Krishnan,Female,South,Tamil Nadu,489701,JOINT,PAN,NG2779LdPz,Commercial,8,6/26/2025,7/4/2025,7/8/2025,Rejected,1058,Yuvaan Raj,Installation completed
248,Shamik Karpe,Female,North,Tamil Nadu,63578,INDIVIDUAL,VOTER_ID,rk5947aUMl,Residential,7,7/24/2025,8/2/2025,8/4/2025,Rejected,7067,Rati Bhatia,Installation completed
249,Ayesha Krishna,Male,East,Tamil Nadu,253223,INDIVIDUAL,PASSPORT,ND4020dZPl,Commercial,5,5/29/2025,6/1/2025,6/2/2025,Pending,4617,Madhup Shan,Installation completed
250,Emir Sangha,Female,West,Tamil Nadu,144396,JOINT,VOTER_ID,Sk6365lwIi,Residential,9,6/23/2025,6/30/2025,7/3/2025,Pending,3939,Nirvaan Banerjee,Documents Verification in progress
251,Indrajit Date,Male,East,Tamil Nadu,521590,INDIVIDUAL,AADHAR,TP8626vtBd,Residential,6,7/2/2025,7/8/2025,7/10/2025,Rejected,1395,Darshit Yohannan,KYC failed
252,Ela Korpal,Male,North,Tamil Nadu,929346,JOINT,VOTER_ID,BL3603LBhl,Commercial,7,5/18/2025,5/26/2025,5/29/2025,Connection Released,8018,Kanav Kata,Installation pending
253,Ira Dhar,Male,North,Tamil Nadu,817037,INDIVIDUAL,PASSPORT,fH8506NhUT,Residential,6,7/4/2025,7/12/2025,7/13/2025,Rejected,8730,Emir Chawla,Installation pending
254,Kismat Chaudhary,Male,North,Tamil Nadu,259849,JOINT,PASSPORT,Xr1890bkdQ,Residential,3,5/2/2025,5/11/2025,5/15/2025,Connection Released,7206,Anaya Kamdar,KYC failed
255,Bhavin Badami,Male,East,Tamil Nadu,295725,JOINT,AADHAR,TP7391fxTJ,Commercial,9,4/22/2025,5/2/2025,5/4/2025,Approved,8510,Samarth Johal,Documents Verification in progress
256,Jiya Krishna,Female,South,Tamil Nadu,310252,JOINT,AADHAR,rt8927NHHR,Commercial,4,6/8/2025,6/18/2025,6/20/2025,Pending,2551,Badal Sandal,Installation pending
257,Hansh Thakkar,Female,West,Tamil Nadu,994962,JOINT,VOTER_ID,rJ2552cNJV,Commercial,3,5/13/2025,5/15/2025,5/17/2025,Rejected,2910,Adira Salvi,KYC failed
258,Sumer Khalsa,Male,West,Tamil Nadu,9336,JOINT,PAN,qD1886dZRb,Commercial,5,4/17/2025,4/24/2025,4/27/2025,Rejected,7132,Anahi Bedi,Installation completed
259,Taran Korpal,Female,West,Tamil Nadu,230736,JOINT,AADHAR,kK6555pgBq,Commercial,9,5/5/2025,5/7/2025,5/12/2025,Approved,1907,Amira Saini,Installation completed
260,Kaira Sridhar,Female,West,Tamil Nadu,141274,JOINT,PAN,fm1063sOXp,Commercial,2,6/22/2025,6/24/2025,6/26/2025,Pending,1080,Ela Gulati,Installation pending
261,Advik Toor,Female,South,Tamil Nadu,841291,JOINT,PASSPORT,nM5377alRE,Residential,5,7/23/2025,7/31/2025,8/5/2025,Approved,7223,Piya Hora,Installation completed
262,Aaina Balasubramanian,Female,East,Tamil Nadu,59913,JOINT,VOTER_ID,kg3253ksRE,Commercial,8,4/24/2025,4/25/2025,4/29/2025,Rejected,3659,Romil Balakrishnan,KYC failed
263,Navya Brar,Female,North,Tamil Nadu,603064,JOINT,AADHAR,BT7760qhRg,Commercial,9,5/2/2025,5/6/2025,5/9/2025,Connection Released,4047,Aayush Rege,KYC failed
264,Mehul Chaudry,Male,East,Tamil Nadu,918551,JOINT,PAN,Ko8591BgFB,Residential,10,6/9/2025,6/15/2025,6/19/2025,Approved,2991,Yashvi Sundaram,Documents Verification in progress
265,Madhup Dewan,Male,East,Tamil Nadu,170384,INDIVIDUAL,PAN,oY2402kLrh,Residential,9,6/12/2025,6/21/2025,6/24/2025,Rejected,7768,Parinaaz Vasa,KYC failed
266,Rhea Bhakta,Female,South,Tamil Nadu,146405,JOINT,PASSPORT,Gz0876SaAL,Commercial,5,6/18/2025,6/19/2025,6/23/2025,Pending,4773,Rohan Hayer,Documents Verification in progress
267,Devansh Kala,Male,East,Tamil Nadu,9871,JOINT,VOTER_ID,Ew9955jPrD,Residential,6,5/21/2025,5/26/2025,5/31/2025,Connection Released,8525,Azad Shroff,Installation pending
268,Mehul Sachar,Female,West,Tamil Nadu,334074,JOINT,AADHAR,yp2480IeRj,Residential,4,6/16/2025,6/19/2025,6/20/2025,Rejected,7141,Yashvi Bumb,Documents Verification in progress
269,Raghav Kala,Male,North,Tamil Nadu,436822,JOINT,PAN,Iv1330rIwv,Residential,5,4/21/2025,4/30/2025,5/2/2025,Connection Released,3888,Azad Dhar,Installation completed
